DATAFLOW,REF_AREA,EDUCATION_LEV,MEASURE,EDUCATION_TYPE,INTENSITY,EDUCATION_FIELD,GRADE,FREQ,ORIGIN,DESTINATION,INST_TYPE_EDU,MOBILITY,UNIT_MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,REF_YEAR_AGES,ORIGIN_CRITERION,REPYEARSTART,REPYEAREND,OBS_STATUS,CONF_STATUS,COMMENT_OBS,DECIMALS,TIME_PER_COLLECT,UNIT_MULT
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BRA,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,13414172,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BRA,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,13678448,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BRA,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,13814655,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BRA,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,14285779,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BRA,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,14931799,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,176360,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,175183,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,167763,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,167449,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,168877.26594211,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,166891,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,164268,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,161302,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,154294,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),IRL,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,121210,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,264724.90563539,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,275281.958016065,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,256655.00695043,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,243371.85589142,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,241045,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,240687,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,242983,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),SWE,ISCED11_6,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,246400,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),EST,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,37926.833,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),EST,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,37202,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),EST,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,36766,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),EST,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,36946,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,2382406,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,2418219,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,2485019,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BEL,ISCED11_1,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,818422,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),BEL,ISCED11_1,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,823725,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,2561237,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,2585296,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,2595862,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,2583890,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),FRA,ISCED11_0,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,2560774,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,226923,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,195415,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,202472,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,180373,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,158318,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,97724,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,90490,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,102305,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,118129,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),HUN,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,132463,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,436555,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,435391,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,423785,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,415157,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,404126,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,396110,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,392991,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,377669,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,369316,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISR,ISCED11_3,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,358701,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,84967,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,81736,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,78945,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,75942,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,74750,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,74342,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,74215,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,72558,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,69975,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),KOR,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,65938,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,2032,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,2039,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,2052,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,2126,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,2196,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,2291,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,2310,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,2200,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,2406,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),LVA,ISCED11_8,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,2519,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,1098702.45165966,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,1124106.83053391,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,1169601.397341,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,1166146.1066473,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,1126502.4196419,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,1136355.6671688,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,1183083.2357622,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,1202448.6991302,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,1232771.3284173,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),DEU,ISCED11_35,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,1223673.1322499,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,14162,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,13665,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,13422,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,13093,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2018,12774,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2017,12546,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2016,12566,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2015,12714,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2014,12842,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),ISL,ISCED11_2,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2013,12742,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),NOR,ISCED11_4,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2022,13172,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),NOR,ISCED11_4,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2021,11343,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),NOR,ISCED11_4,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2020,8669,,,,,A,,,0,,0
OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE(1.0),NOR,ISCED11_4,ENRL,FE,_T,_T,_T,A,_Z,_Z,INST_EDU,_T,PS,_T,_T,2019,7345,,,,,A,,,0,,0
