DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,SEX,AGE,TIME_HORIZ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,_T,H,2019,126555078,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,_T,H,2020,126146099,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,_T,H,2021,125502290,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,_T,H,2022,124946789,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2010,472927,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2011,459620,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2012,455288.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2013,448778,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2014,442460,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2015,437873.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2016,434683.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2017,429555,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2018,423263.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2019,415703,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2020,407185,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2021,398090.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SVK,POP,PS,_T,Y30T34,H,2022,390262.5,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2010,22351501,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2011,22563877,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2012,22571655,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2013,22546353,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2014,22509488,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2015,22251495,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2016,21796235,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2017,21329749,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2018,20856223,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2019,20469884,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2020,20716484,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2021,20847481,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),USA,POP,PS,_T,Y50T54,H,2022,20807547,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2010,2942865,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2011,3073420,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2012,3345066,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2013,3491493,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2014,3561842,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2015,3614589,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2016,3636517,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2017,3473598,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2018,3396435,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2019,3368199,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2020,3355381,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2021,3354034,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),GBR,POP,PS,_T,Y65T69,H,2022,3416867,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2010,104020,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2011,104330,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2012,106260,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2013,109340,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2014,113210,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2015,119300,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2016,126640,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2017,133530,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2018,135870,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2019,141050,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2020,146500,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2021,150980,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),NZL,POP,PS,_T,Y75T79,H,2022,160190,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2010,127947,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2011,130127,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2012,133130,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2013,138686,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2014,144397,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2015,150844,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2016,159902,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2017,169205,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2018,177653,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2019,184840,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2020,190818,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2021,194269,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IRL,POP,PS,_T,Y70T74,H,2022,198410,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2010,55199,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2011,56173,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2012,56572,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2013,56156,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2014,55230,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2015,54680,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2016,55224,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2017,56973,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2018,59430,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2019,62413,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2020,64885,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2021,65570,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),LVA,POP,PS,_T,Y80T84,H,2022,64778,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2010,8728139,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2011,8322528,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2012,7958631,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2013,7738593,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2014,7663676,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2015,7601021,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2016,7549791,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2017,7602697,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2018,7669775,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2019,7739844,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2020,7940132,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2021,7823957,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),JPN,POP,PS,_T,Y55T59,H,2022,8074748,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2010,357029,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2011,380684,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2012,406943,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2013,437822,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2014,476229,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2015,511574,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2016,550569,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2017,598147,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2018,647549,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2019,708792,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2020,781582,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2021,859362,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),KOR,POP,PS,_T,Y_GE85,H,2022,939379,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2010,3757143,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2011,3789678,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2012,3721407,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2013,3651822,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2014,3614087,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2015,3618731,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2016,3653038,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2017,3715723,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2018,3784757,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2019,3856203,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2020,3919723,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2021,3999690,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y60T64,H,2022,4101099,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2010,2321972,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2011,2352455,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2012,2389961,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2013,2416433,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2014,2423034,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2015,2395623,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2016,2387191,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2017,2401419,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2018,2436459,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2019,2475503,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2020,2480898,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2021,2450234,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T24,H,2022,2520278,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2010,2808917,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2011,2814778,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2012,2828046,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2013,2841751,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2014,2843310,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2015,2833299,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2016,2810077,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2017,2772794,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2018,2721828,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2019,2659615,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2020,2603149,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2021,2550829,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),ITA,POP,PS,_T,Y5T9,H,2022,2492066,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2010,21329825,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2011,21519075,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2012,21701350,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2013,21871046,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2014,22024212,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2015,22093877,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2016,22238852,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2017,22407543,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2018,22636952,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2019,22879200,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2020,23023604,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2021,23065697,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),CAN,POP,PS,_T,Y20T64,H,2022,23403749,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2010,91084151,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2011,91589000,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2012,92239785,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2013,92912948,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2014,93458368,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2015,88583800,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2016,88532000,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2017,88468700,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2018,88393700,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2019,88308000,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2020,88205400,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2021,88108900,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y_LT20,H,2022,88022000,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2010,584936,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2011,584618,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2012,586605,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2013,594641,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2014,611309,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2015,633256,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2016,655575,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2017,674993,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2018,685575,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2019,682802,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2020,673164,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2021,666034,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),SWE,POP,PS,_T,Y50T54,H,2022,661990,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2010,1169042,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2011,1190831,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2012,1190432,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2013,1186845,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2014,1200719,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2015,1175700,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2016,1249234,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2017,1337812,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2018,1431236,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2019,1518894,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2020,1599414,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2021,1676710,A,0,0
OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),IDN,POP,PS,_T,Y80T84,H,2022,1753363,A,0,0
