DATAFLOW,LOCATION,VARIABLE,SCENARIO,FREQUENCY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,BASE_PER
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2036,3033250000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2036,871473000000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2036,862045900000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2036,3686629000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2036,3676932000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2036,152192600000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2036,148868900000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2036,66354570000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2036,65021960000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2036,1594847000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2036,1573352000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2036,721297800000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2036,719446000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2036,8217302000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2036,7557518000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2036,6549976000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2036,6475248000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2036,429160000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2036,426773800000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2036,202425300000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2036,201386000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2036,2230273000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2036,2216311000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2036,10841380000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2036,10835820000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2036,1176098000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2036,1168110000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2036,143540700000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2036,140461400000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2036,4322917000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2036,4300441000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2036,44428210000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2036,43975640000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2036,79699710000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2036,78966200000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2036,1801863000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2036,1721131000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2036,22255090000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2036,21878270000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2036,352066800000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2036,347677500000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2036,548053200000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2036,543109500000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2036,276659800000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2036,271565800000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2036,3544391000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2036,3407171000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2036,103476700000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2036,103053800000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2036,136039800000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2036,134594100000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2036,68430290000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2036,67364840000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2036,968615000000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2036,942195200000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2036,51595210000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2036,50271480000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2036,3713357000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2036,3704621000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2036,65602600000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2036,64789450000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2036,119581800000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2036,118830800000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2036,3083993000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2036,3040814000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2036,109977200000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2036,109187500000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2036,15730570000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2036,15089280000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2036,307502200000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2036,299283400000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2036,21581890000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2036,21428070000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2036,147831000000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2036,146171100000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2036,87335100000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2036,86539800000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2036,239775000000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2036,230979100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2036,332428000000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2036,323968300000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2026,2976779000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2026,2973202000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2026,533560600000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2026,533394500000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2026,650453200000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2026,650152800000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2026,3196237000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2026,3192515000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2026,8371528000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2026,8368000000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2026,3146502000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2026,3144240000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2026,312500200000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2026,312458000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2026,3087832000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2026,3086935000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2026,4490404000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2026,4487572000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2026,261226100000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2026,260874200000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2026,89961300000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2026,89860290000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2026,4983717000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2026,4981791000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2026,601182200000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2026,600748600000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2026,2267624000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2026,2266638000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2026,646266900000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2026,645762800000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2026,2589569000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2026,2589139000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2026,101016200000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2026,100831800000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2026,37159620000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2026,37102580000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2026,1153602000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2026,1152345000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2026,466845200000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2026,466755600000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2026,5683202000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2026,5622591000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2026,4033237000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2026,4029467000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2026,300374100000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2026,300249600000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2026,140244200000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2026,140196000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2026,1628173000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2026,1627411000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2026,7200778000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2026,7200598000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2026,868662300000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2026,868277500000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2026,62169040000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2026,62060430000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2026,2989348000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2026,2988127000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2026,30827330000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2026,30805580000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2026,56514080000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2026,56476840000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2026,828351800000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2026,825460700000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2026,12415810000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2026,12399820000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2026,222784800000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2026,222591700000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2026,325281400000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2026,325046100000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2026,154258600000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2026,154048100000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2026,1939616000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2026,1933341000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2026,56246600000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2026,56227220000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2026,91009960000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2026,90934080000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2026,44935000000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2026,44882790000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2026,393885200000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2026,393030800000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2026,25806960000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2026,25757330000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2026,2191770000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2026,2191389000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2026,47718160000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2026,47674660000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2026,85801760000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2026,85758370000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2026,1998720000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2026,1996853000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2026,75092740000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2026,75057200000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2026,8254985000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2026,8227909000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2026,178211200000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2026,177815300000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2026,15781740000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2026,15773180000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2026,99658630000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2026,99573960000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2026,61554980000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2026,61514830000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2026,121935700000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2026,121526200000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2026,195499000000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2026,195085700000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2037,5189132000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2037,5100865000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2037,772840300000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2037,769152900000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2037,946534000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2037,939448300000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2037,4919395000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2037,4839855000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2037,12442460000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2037,12349970000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2037,4400671000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2037,4354523000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2037,440254700000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2037,439035400000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2037,4368051000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2037,4346386000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2037,6170421000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2037,6115976000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2037,386435400000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2037,379338400000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2037,158248400000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2037,155281000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2037,8772684000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2037,8722803000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2037,925564300000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2037,916400500000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2037,3147008000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2037,3126660000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2037,897844900000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2037,887029600000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2037,3806924000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2037,3795687000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2037,157943100000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2037,154138700000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2037,70419170000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2037,68850870000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2037,1648246000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2037,1623653000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2037,752965700000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2037,750798200000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2037,8519376000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2037,7779730000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2037,6824232000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2037,6737875000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2037,443717000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2037,440965600000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2037,209322600000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2037,208111300000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2037,2300433000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2037,2284403000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2037,11291540000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2037,11284750000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2037,1214403000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2037,1205126000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2037,154806300000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2037,151129600000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2037,4489253000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2037,4463383000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2037,45969550000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2037,45448710000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2037,82429840000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2037,81586110000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2037,1941942000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2037,1845499000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2037,23684480000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2037,23237400000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2037,366420600000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2037,361297000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2037,579735900000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2037,573936000000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2037,291144100000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2037,285178200000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2037,3767847000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2037,3606825000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2037,109735800000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2037,109239300000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2037,140951900000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2037,139284100000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2037,71117740000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2037,69885630000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2037,1054504000000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2037,1022610000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2037,55143870000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2037,53570890000000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2037,3902616000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2037,3892333000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2037,67562580000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2037,66630490000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2037,123141600000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2037,122282100000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2037,3196803000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2037,3146322000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2037,113844700000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2037,112926800000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2037,16917770000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2037,16154060000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2037,324077400000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2037,314479400000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2037,22292440000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2037,22115390000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2037,153647100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2037,151727600000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2037,90376880000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2037,89461240000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2037,255519300000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2037,245198400000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2037,349886100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2037,340016400000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2038,5460510000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2038,5358482000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2038,800916700000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2038,796672900000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2038,979812000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2038,971552300000,A,,,
